Board Game Rank,Title,URL,Geek Rating,Avg Rating,Num Voters
N/A,Spider Attack,https://boardgamegeek.com/boardgame/10126/spider-attack,N/A,3.00,5
N/A,Motor Mouth,https://boardgamegeek.com/boardgame/10127/motor-mouth,N/A,5.08,12
N/A,Possibility Thinkers Game,https://boardgamegeek.com/boardgame/10128/possibility-thinkers-game,N/A,2.00,1
N/A,Butt-Ugly Martians: The Race to Rescue Dog,https://boardgamegeek.com/boardgame/10129/butt-ugly-martians-race-rescue-dog,N/A,3.81,15
N/A,Harry Potter Whomping Willow Game,https://boardgamegeek.com/boardgame/10130/harry-potter-whomping-willow-game,N/A,4.20,17
N/A,The Chipmunks Go Hollywood,https://boardgamegeek.com/boardgame/10131/chipmunks-go-hollywood,N/A,4.00,1
N/A,Gone With the Wind,https://boardgamegeek.com/boardgame/10132/gone-wind,N/A,3.00,7
N/A,Rattler,https://boardgamegeek.com/boardgame/10133/rattler,N/A,6.00,7
N/A,Sesame Street Great Big Parade Game,https://boardgamegeek.com/boardgame/10134/sesame-street-great-big-parade-game,N/A,5.67,3
N/A,I'm the Brain,https://boardgamegeek.com/boardgame/10135/im-brain,N/A,N/A,N/A
N/A,Little Bear,https://boardgamegeek.com/boardgame/10136/little-bear,N/A,4.00,1
N/A,Barney Picture Game,https://boardgamegeek.com/boardgame/10137/barney-picture-game,N/A,2.00,1
N/A,On the Right Track,https://boardgamegeek.com/boardgame/10138/right-track,N/A,2.00,1
N/A,Lickety Split,https://boardgamegeek.com/boardgame/10139/lickety-split,N/A,5.15,10
N/A,Card Cubes,https://boardgamegeek.com/boardgame/10141/card-cubes,N/A,4.00,1
N/A,Sudz,https://boardgamegeek.com/boardgame/10143/sudz,N/A,4.50,2
N/A,Teed Off,https://boardgamegeek.com/boardgame/10144/teed,N/A,4.50,2
N/A,Ancient Empires: A Simulation of the Wars of Antiquity,https://boardgamegeek.com/boardgame/10146/ancient-empires-simulation-wars-antiquity,N/A,5.83,20
N/A,Are You... Over The Hill,https://boardgamegeek.com/boardgame/10147/are-you-over-hill,N/A,3.10,5
N/A,Big Bird's Nesticks,https://boardgamegeek.com/boardgame/10148/big-birds-nesticks,N/A,6.00,1
N/A,TriBond for Kids,https://boardgamegeek.com/boardgame/10150/tribond-kids,N/A,4.61,19
N/A,Ghost Writer Mystery Game,https://boardgamegeek.com/boardgame/10151/ghost-writer-mystery-game,N/A,4.62,4
N/A,Lilly's 3 For All,https://boardgamegeek.com/boardgame/10158/lillys-3-all,N/A,4.84,16
N/A,Lilly's Purple Plastic Purse Game,https://boardgamegeek.com/boardgame/10159/lillys-purple-plastic-purse-game,N/A,5.86,7
N/A,Lilly's Purple Plastic Purse Counting Game,https://boardgamegeek.com/boardgame/10160/lillys-purple-plastic-purse-counting-game,N/A,5.00,2
N/A,Make It Up!,https://boardgamegeek.com/boardgame/10161/make-it,N/A,6.25,2
N/A,Operation Iraqi Freedom,https://boardgamegeek.com/boardgame/10162/operation-iraqi-freedom,N/A,5.90,22
N/A,Collector ... das markante Gesellschaftsspiel für Pfiffige,https://boardgamegeek.com/boardgame/10163/collector-das-markante-gesellschaftsspiel-fur-pfif,N/A,5.01,24
N/A,"New World Order, Axis & Allies Variant",https://boardgamegeek.com/boardgameexpansion/10169/new-world-order-axis-allies-variant,N/A,6.03,27
N/A,"Central Powers, Axis & Allies Variant",https://boardgamegeek.com/boardgameexpansion/10170/central-powers-axis-allies-variant,N/A,5.56,24
N/A,French Chatter,https://boardgamegeek.com/boardgame/10172/french-chatter,N/A,3.00,1
N/A,Turn Turtle,https://boardgamegeek.com/boardgame/10173/turn-turtle,N/A,N/A,N/A
N/A,The Warden,https://boardgamegeek.com/boardgame/10176/warden,N/A,N/A,N/A
N/A,Word War,https://boardgamegeek.com/boardgame/10178/word-war,N/A,7.00,1
N/A,Jackie Chan Adventures Game,https://boardgamegeek.com/boardgame/10179/jackie-chan-adventures-game,N/A,5.00,1
N/A,Spanish Chatter,https://boardgamegeek.com/boardgame/10180/spanish-chatter,N/A,3.00,1
N/A,The Hunchback of Notre Dame,https://boardgamegeek.com/boardgame/10181/hunchback-notre-dame,N/A,2.80,15
N/A,The Busytown Board Game,https://boardgamegeek.com/boardgame/10182/busytown-board-game,N/A,4.17,17
N/A,Pictionary: Austin Powers,https://boardgamegeek.com/boardgame/10184/pictionary-austin-powers,N/A,6.00,3
N/A,Liar's Poker,https://boardgamegeek.com/boardgame/10185/liars-poker,N/A,4.67,6
N/A,E.T. The Extra-Terrestrial Card Game,https://boardgamegeek.com/boardgame/10187/et-extra-terrestrial-card-game,N/A,3.53,29
N/A,Beethoven's 2nd,https://boardgamegeek.com/boardgame/10189/beethovens-2nd,N/A,3.50,2
N/A,Reminiscing: The Movie Edition,https://boardgamegeek.com/boardgame/10190/reminiscing-movie-edition,N/A,4.28,6
N/A,Classic Major League Baseball,https://boardgamegeek.com/boardgame/10191/classic-major-league-baseball,N/A,3.96,13
N/A,Metromania,https://boardgamegeek.com/boardgame/10193/metromania,N/A,N/A,N/A
N/A,Racing Tops,https://boardgamegeek.com/boardgame/10194/racing-tops,N/A,5.43,7
N/A,Italian Chatter,https://boardgamegeek.com/boardgame/10195/italian-chatter,N/A,N/A,N/A
N/A,Stuff It!,https://boardgamegeek.com/boardgame/10197/stuff-it,N/A,5.09,11
N/A,Trac 4,https://boardgamegeek.com/boardgame/10198/trac-4,N/A,5.17,6
N/A,Holly Hobbie Wishing Well Game,https://boardgamegeek.com/boardgame/10199/holly-hobbie-wishing-well-game,N/A,4.54,13
N/A,Franklin Goes to School: The Game,https://boardgamegeek.com/boardgame/10200/franklin-goes-school-game,N/A,4.83,12
N/A,Monopoly: Collector's Tin Car,https://boardgamegeek.com/boardgame/10201/monopoly-collectors-tin-car,N/A,5.78,29
N/A,Monopoly: Collector's Tin Train,https://boardgamegeek.com/boardgame/10202/monopoly-collectors-tin-train,N/A,5.94,17
N/A,Sleep Walker,https://boardgamegeek.com/boardgame/10204/sleep-walker,N/A,6.00,6
N/A,Noteability for Juniors,https://boardgamegeek.com/boardgame/10205/noteability-juniors,N/A,5.50,4
N/A,Arbitration: A Game of Decision Making,https://boardgamegeek.com/boardgame/10207/arbitration-game-decision-making,N/A,4.70,15
N/A,Baseball Tycoon,https://boardgamegeek.com/boardgame/10208/baseball-tycoon,N/A,5.43,23
N/A,Word Squares,https://boardgamegeek.com/boardgame/10210/word-squares,N/A,6.88,24
N/A,Vesuvius,https://boardgamegeek.com/boardgame/10211/vesuvius,N/A,5.80,5
N/A,Code Master: Secret Agent,https://boardgamegeek.com/boardgame/10216/code-master-secret-agent,N/A,N/A,N/A
N/A,Retro,https://boardgamegeek.com/boardgame/10217/retro,N/A,N/A,N/A
N/A,Detour,https://boardgamegeek.com/boardgame/10218/detour,N/A,5.50,2
N/A,Scamboozle,https://boardgamegeek.com/boardgame/10219/scamboozle,N/A,7.17,3
N/A,Die Ketchup-Vampire,https://boardgamegeek.com/boardgame/10220/die-ketchup-vampire,N/A,3.08,6
N/A,Pentagonia,https://boardgamegeek.com/boardgame/10222/pentagonia,N/A,6.31,17
N/A,Blood Bowl: Death Zone,https://boardgamegeek.com/boardgameexpansion/10223/blood-bowl-death-zone,5.558,6.53,135
N/A,Strike Team Alpha,https://boardgamegeek.com/boardgame/10224/strike-team-alpha,N/A,6.41,11
N/A,Dien Bien Phu: The French Indochina War,https://boardgamegeek.com/boardgameexpansion/10225/dien-bien-phu-french-indochina-war,5.525,7.44,33
N/A,MAATAC,https://boardgamegeek.com/boardgame/10227/maatac,N/A,6.71,12
N/A,Starfleet Wars,https://boardgamegeek.com/boardgame/10228/starfleet-wars,N/A,6.64,14
N/A,Mannerheim's Cross: Finland at War 1939-1945,https://boardgamegeek.com/boardgame/10229/mannerheims-cross-finland-war-1939-1945,N/A,8.24,25
N/A,Looney Tunes Smush 'Em,https://boardgamegeek.com/boardgame/10231/looney-tunes-smush-em,N/A,6.67,3
N/A,Skiff: Balduin Pfiff's Krimi-Karten,https://boardgamegeek.com/boardgame/10233/skiff-balduin-pfiffs-krimi-karten,N/A,7.00,1
N/A,Lucky Shots Golf Board Game,https://boardgamegeek.com/boardgame/10235/lucky-shots-golf-board-game,N/A,4.58,13
N/A,Clash of Steel: Battleship Engagements of WWII,https://boardgamegeek.com/boardgame/10237/clash-steel-battleship-engagements-wwii,N/A,6.41,8
N/A,Chechnya: The Russian Bear Attacks,https://boardgamegeek.com/boardgame/10238/chechnya-russian-bear-attacks,N/A,6.75,2
N/A,Afghanistan,https://boardgamegeek.com/boardgame/10239/afghanistan,N/A,5.44,8
N/A,"One Road too Far: Operation Lam Son, 1971",https://boardgamegeek.com/boardgame/10240/one-road-too-far-operation-lam-son-1971,N/A,6.00,1
N/A,First Indochina War,https://boardgamegeek.com/boardgame/10241/first-indochina-war,N/A,4.78,9
N/A,Final Score,https://boardgamegeek.com/boardgame/10242/final-score,N/A,7.04,12
N/A,The Battle of Armageddon,https://boardgamegeek.com/boardgame/10243/battle-armageddon,N/A,7.23,14
N/A,Cromwell 2026,https://boardgamegeek.com/boardgame/10247/cromwell-2026,N/A,7.44,9
N/A,Land of the Free: American Politics During the Depression,https://boardgamegeek.com/boardgame/10249/land-free-american-politics-during-depression,N/A,7.40,9
N/A,Family Tree,https://boardgamegeek.com/boardgame/10250/family-tree,N/A,N/A,N/A
N/A,Little Bear Leap Frog Game,https://boardgamegeek.com/boardgame/10251/little-bear-leap-frog-game,N/A,5.50,4
N/A,Citadel,https://boardgamegeek.com/boardgame/10252/citadel,N/A,7.13,7
N/A,Trivia Adventure: Plus,https://boardgamegeek.com/boardgameexpansion/10253/trivia-adventure-plus,N/A,4.50,3
N/A,Murder à la carte: A Vintage Murder,https://boardgamegeek.com/boardgame/10254/murder-la-carte-vintage-murder,N/A,5.50,4
N/A,Music Maestro II,https://boardgamegeek.com/boardgame/10255/music-maestro-ii,N/A,N/A,N/A
N/A,Seven Days Battles,https://boardgamegeek.com/boardgame/10259/seven-days-battles,N/A,6.75,11
N/A,The Wilderness,https://boardgamegeek.com/boardgame/10260/wilderness,N/A,6.41,12
N/A,Spiel! The Game of Spontaneous Speechifying,https://boardgamegeek.com/boardgame/10263/spiel-game-spontaneous-speechifying,N/A,N/A,N/A
N/A,Elephants on Parade,https://boardgamegeek.com/boardgame/10273/elephants-parade,N/A,4.52,22
N/A,Don't Monkey Around,https://boardgamegeek.com/boardgame/10276/dont-monkey-around,N/A,4.83,6
N/A,Snap Dragon,https://boardgamegeek.com/boardgame/10277/snap-dragon,N/A,5.35,13
N/A,Cold Turkey,https://boardgamegeek.com/boardgame/10278/cold-turkey,N/A,4.09,16
N/A,Caterpillar Crawl,https://boardgamegeek.com/boardgame/10279/caterpillar-crawl,N/A,5.00,7
N/A,Doh Nutters,https://boardgamegeek.com/boardgame/10280/doh-nutters,N/A,4.36,29
N/A,Scrambling Squirrel,https://boardgamegeek.com/boardgame/10281/scrambling-squirrel,N/A,5.67,3
N/A,Hidden Talents,https://boardgamegeek.com/boardgame/10284/hidden-talents,N/A,3.50,2
N/A,Perfect Match,https://boardgamegeek.com/boardgame/10285/perfect-match,N/A,5.86,7
N/A,My Little Pony Pony Round Up 3-D Stand Up Game,https://boardgamegeek.com/boardgame/10286/my-little-pony-pony-round-3-d-stand-game,N/A,7.88,4
N/A,Society Scandals,https://boardgamegeek.com/boardgame/10287/society-scandals,N/A,6.17,6
N/A,Camouflage,https://boardgamegeek.com/boardgame/10288/camouflage,N/A,3.33,6
N/A,Split-Level Aggravation,https://boardgamegeek.com/boardgame/10289/split-level-aggravation,N/A,4.67,20
N/A,Gettin' Goofy Game,https://boardgamegeek.com/boardgame/10290/gettin-goofy-game,N/A,7.00,2
N/A,Street Fighter II,https://boardgamegeek.com/boardgame/10292/street-fighter-ii,N/A,4.76,17
N/A,"Nach Stalingrad: Fall Blau, juin-novembre 1942",https://boardgamegeek.com/boardgame/10294/nach-stalingrad-fall-blau-juin-novembre-1942,N/A,6.93,23
N/A,IQ 5,https://boardgamegeek.com/boardgame/10295/iq-5,N/A,6.86,14
N/A,Peninsula Italica,https://boardgamegeek.com/boardgame/10297/peninsula-italica,N/A,5.88,26
N/A,Leonardo & Co: The Amazing Science Quiz,https://boardgamegeek.com/boardgame/10299/leonardo-co-amazing-science-quiz,N/A,6.01,27
N/A,Camouflage,https://boardgamegeek.com/boardgame/10302/camouflage,N/A,N/A,N/A
N/A,Palio di Siena,https://boardgamegeek.com/boardgame/10305/palio-di-siena,N/A,6.33,6
N/A,Frederick the Great: Wargame Rules for the 7 Years War,https://boardgamegeek.com/boardgame/10309/frederick-great-wargame-rules-7-years-war,N/A,6.52,15
N/A,Play and Defend Bridge,https://boardgamegeek.com/boardgame/10311/play-and-defend-bridge,N/A,3.00,1
N/A,Beginner's Bridge,https://boardgamegeek.com/boardgame/10312/beginners-bridge,N/A,5.80,5
N/A,Action All-Pro Football,https://boardgamegeek.com/boardgame/10313/action-all-pro-football,N/A,4.00,1
N/A,Turning Point,https://boardgamegeek.com/boardgame/10314/turning-point,N/A,6.40,5
N/A,Cookie Cop,https://boardgamegeek.com/boardgame/10315/cookie-cop,N/A,4.42,6
N/A,Passport,https://boardgamegeek.com/boardgame/10316/passport,N/A,4.60,5
N/A,Animorphs: The Invasion Game,https://boardgamegeek.com/boardgame/10317/animorphs-invasion-game,N/A,4.04,22
N/A,Franklin and the Green Knight Adventure Game,https://boardgamegeek.com/boardgame/10318/franklin-and-green-knight-adventure-game,N/A,5.25,2
N/A,"The $1,000,000 Chance of a Lifetime Game",https://boardgamegeek.com/boardgame/10319/1000000-chance-lifetime-game,N/A,5.55,15
N/A,Manara Game,https://boardgamegeek.com/boardgame/10321/manara-game,N/A,5.02,8
N/A,Knight Rider,https://boardgamegeek.com/boardgame/10322/knight-rider,N/A,4.42,26
N/A,Rough Justice,https://boardgamegeek.com/boardgame/10324/rough-justice,N/A,5.60,20
N/A,Linx,https://boardgamegeek.com/boardgame/10327/linx,N/A,4.74,23
N/A,Guard Duty,https://boardgamegeek.com/boardgame/10328/guard-duty,N/A,6.50,1
N/A,die! Die! DIE! The Family Game of Genocidal Warfare,https://boardgamegeek.com/boardgame/10329/die-die-die-family-game-genocidal-warfare,N/A,3.33,3
N/A,"Monkey, Ninja, Pirate, Robot",https://boardgamegeek.com/boardgame/10330/monkey-ninja-pirate-robot,N/A,4.58,24
N/A,The Last Chance,https://boardgamegeek.com/boardgame/10331/last-chance,N/A,N/A,N/A
N/A,Pile On,https://boardgamegeek.com/boardgame/10332/pile,N/A,N/A,N/A
N/A,The Ren & Stimpy Show Log Cereal Game,https://boardgamegeek.com/boardgame/10333/ren-stimpy-show-log-cereal-game,N/A,2.50,4
N/A,A Cold Day In Hell,https://boardgamegeek.com/boardgame/10334/cold-day-hell,N/A,6.00,4
N/A,Trap Tennis,https://boardgamegeek.com/boardgame/10335/trap-tennis,N/A,5.00,3
N/A,Can You Survive Spring Break,https://boardgamegeek.com/boardgame/10336/can-you-survive-spring-break,N/A,N/A,N/A
N/A,Penguin Freeze-Tag,https://boardgamegeek.com/boardgame/10337/penguin-freeze-tag,N/A,3.67,3
N/A,The Tooth Fairy Game,https://boardgamegeek.com/boardgame/10338/tooth-fairy-game,N/A,N/A,N/A
N/A,Nerf Slamkick Soccer,https://boardgamegeek.com/boardgame/10339/nerf-slamkick-soccer,N/A,1.00,1
N/A,Nerf Goalie Showdown,https://boardgamegeek.com/boardgame/10340/nerf-goalie-showdown,N/A,5.00,1
N/A,Rotten Egg,https://boardgamegeek.com/boardgame/10342/rotten-egg,N/A,5.50,1
N/A,Treasure Trap,https://boardgamegeek.com/boardgame/10343/treasure-trap,N/A,N/A,N/A
N/A,KooKooNauts,https://boardgamegeek.com/boardgame/10344/kookoonauts,N/A,4.67,20
N/A,Comic Crusades,https://boardgamegeek.com/boardgame/10347/comic-crusades,N/A,3.30,20
N/A,Chic Chicago,https://boardgamegeek.com/boardgame/10350/chic-chicago,N/A,N/A,N/A
N/A,Pirate's Choice,https://boardgamegeek.com/boardgame/10352/pirates-choice,N/A,6.27,11
N/A,TV Guide's TV Game,https://boardgamegeek.com/boardgame/10356/tv-guides-tv-game,N/A,3.35,13
N/A,Fat Chance,https://boardgamegeek.com/boardgame/10357/fat-chance,N/A,6.00,1
N/A,Game of the Millennium,https://boardgamegeek.com/boardgame/10358/game-millennium,N/A,3.50,4
N/A,The Word,https://boardgamegeek.com/boardgame/10359/word,N/A,5.00,2
N/A,How to Get to Sesame Street,https://boardgamegeek.com/boardgame/10360/how-get-sesame-street,N/A,5.50,1
N/A,The Honeymooners VCR Game,https://boardgamegeek.com/boardgame/10362/honeymooners-vcr-game,N/A,5.00,4
N/A,Froggles,https://boardgamegeek.com/boardgame/10363/froggles,N/A,4.67,3
N/A,My Dog Can Do That,https://boardgamegeek.com/boardgame/10364/my-dog-can-do,N/A,5.93,7
N/A,Going! Going! Gone! The Flea Market Auction Game,https://boardgamegeek.com/boardgame/10365/going-going-gone-flea-market-auction-game,N/A,4.05,11
N/A,Married With Children: Act Like...Think Like...Be Like a...Bundy,https://boardgamegeek.com/boardgame/10366/married-children-act-think-be-bundy,N/A,6.25,8
N/A,Wide World of Sports Auto Racing Game,https://boardgamegeek.com/boardgame/10367/wide-world-sports-auto-racing-game,N/A,5.00,4
N/A,Things in My House,https://boardgamegeek.com/boardgame/10369/things-my-house,N/A,4.29,17
N/A,Speedy Graffiti,https://boardgamegeek.com/boardgame/10370/speedy-graffiti,N/A,5.21,10
N/A,Orient-Express,https://boardgamegeek.com/boardgame/10371/orient-express,N/A,5.73,22
N/A,Diamant,https://boardgamegeek.com/boardgame/10372/diamant,N/A,5.96,24
N/A,Dice Prix,https://boardgamegeek.com/boardgame/10373/dice-prix,N/A,4.50,2
N/A,Monaco Grand Prix,https://boardgamegeek.com/boardgame/10374/monaco-grand-prix,N/A,7.15,10
N/A,Cuban Missile Crisis,https://boardgamegeek.com/boardgame/10375/cuban-missile-crisis,N/A,7.53,16
N/A,Graphos,https://boardgamegeek.com/boardgame/10378/graphos,N/A,7.03,10
N/A,The Wheels on the Bus,https://boardgamegeek.com/boardgame/10379/wheels-bus,N/A,3.90,25
N/A,The War in Virginia: 1862-1865,https://boardgamegeek.com/boardgame/10380/war-virginia-1862-1865,N/A,7.40,8
N/A,Bigfoot 4x4x4,https://boardgamegeek.com/boardgame/10381/bigfoot-4x4x4,N/A,5.97,22
N/A,Kapture,https://boardgamegeek.com/boardgame/10382/kapture,N/A,6.00,1
N/A,Fleece the Flock,https://boardgamegeek.com/boardgame/10384/fleece-flock,N/A,5.00,2
N/A,Diamondback,https://boardgamegeek.com/boardgame/10385/diamondback,N/A,5.41,16
N/A,Starbattles: Mainline,https://boardgamegeek.com/boardgame/10387/starbattles-mainline,N/A,7.33,3
N/A,Campaigns and Battles from the Age of Reason,https://boardgamegeek.com/boardgameexpansion/10388/campaigns-and-battles-age-reason,N/A,7.42,12
N/A,AstroNavis Merchant,https://boardgamegeek.com/boardgame/10389/astronavis-merchant,N/A,6.37,21
N/A,Tower of Bunnies,https://boardgamegeek.com/boardgame/10390/tower-bunnies,N/A,4.12,15
N/A,1861,https://boardgamegeek.com/boardgame/10391/1861,N/A,6.89,15
N/A,Swords of Glory,https://boardgamegeek.com/boardgame/10393/swords-glory,N/A,5.36,11
N/A,Air Force Game,https://boardgamegeek.com/boardgame/10395/air-force-game,N/A,4.79,7
N/A,Jewishopoly,https://boardgamegeek.com/boardgame/10396/jewishopoly,N/A,7.00,1
N/A,The Invasion of Togoland 1914,https://boardgamegeek.com/boardgame/10397/invasion-togoland-1914,N/A,6.31,28
N/A,Car Wars Tanks,https://boardgamegeek.com/boardgameexpansion/10398/car-wars-tanks,5.495,5.40,73
N/A,Word Rich,https://boardgamegeek.com/boardgame/10399/word-rich,N/A,6.36,13
N/A,Pinnacle,https://boardgamegeek.com/boardgame/10401/pinnacle,N/A,5.00,6
N/A,Le Royaume des 5 Couronnes,https://boardgamegeek.com/boardgame/10402/le-royaume-des-5-couronnes,N/A,6.60,5
N/A,Saint Paul and the Unforgettable Journeys,https://boardgamegeek.com/boardgame/10404/saint-paul-and-unforgettable-journeys,N/A,3.50,1
N/A,Hokej 92: Společenská Hra,https://boardgamegeek.com/boardgame/10405/hokej-92-spolecenska-hra,N/A,6.66,16
N/A,Durch Die Republik,https://boardgamegeek.com/boardgame/10406/durch-die-republik,N/A,5.00,3
N/A,Shipbase III,https://boardgamegeek.com/boardgame/10407/shipbase-iii,N/A,7.16,16
N/A,Das Deutsche Raumfahrtspiel D1,https://boardgamegeek.com/boardgame/10408/das-deutsche-raumfahrtspiel-d1,N/A,3.25,8
N/A,Slogan,https://boardgamegeek.com/boardgame/10409/slogan,N/A,3.40,27
N/A,Missing Link,https://boardgamegeek.com/boardgame/10410/missing-link,N/A,7.20,2
N/A,Meeting Room,https://boardgamegeek.com/boardgame/10411/meeting-room,N/A,6.00,12
N/A,"Cluedo: After Dinner Mint Edition ""Death by Indulgence""",https://boardgamegeek.com/boardgame/10412/cluedo-after-dinner-mint-edition-death-indulgence,N/A,6.00,7
N/A,Star Fighter,https://boardgamegeek.com/boardgame/10413/star-fighter,N/A,5.56,9
N/A,Naval Warfare '39-'45,https://boardgamegeek.com/boardgame/10415/naval-warfare-39-45,N/A,5.50,2
N/A,Flowers & Butterflies,https://boardgamegeek.com/boardgame/10417/flowers-butterflies,N/A,7.00,1
N/A,Tens,https://boardgamegeek.com/boardgame/10418/tens,N/A,5.65,13
N/A,15 Love,https://boardgamegeek.com/boardgame/10420/15-love,N/A,4.00,12
N/A,Road Hog,https://boardgamegeek.com/boardgame/10421/road-hog,N/A,5.71,7
N/A,Escape from Frankenstein,https://boardgamegeek.com/boardgame/10425/escape-frankenstein,N/A,5.00,19
N/A,Equals,https://boardgamegeek.com/boardgame/10426/equals,N/A,5.70,20
N/A,Bombshell,https://boardgamegeek.com/boardgame/10427/bombshell,N/A,5.80,5
N/A,After School,https://boardgamegeek.com/boardgame/10428/after-school,N/A,N/A,N/A
N/A,Addiction,https://boardgamegeek.com/boardgame/10429/addiction,N/A,4.71,14
N/A,Solar Conquest,https://boardgamegeek.com/boardgame/10430/solar-conquest,N/A,5.00,3
N/A,The Cat in the Hat Comes Back Card Game,https://boardgamegeek.com/boardgame/10433/cat-hat-comes-back-card-game,N/A,5.50,4
N/A,Grand Army,https://boardgamegeek.com/boardgame/10435/grand-army,N/A,7.00,4
N/A,J.E.B.!,https://boardgamegeek.com/boardgame/10436/jeb,N/A,9.00,1
N/A,Rally 'Round the Flag,https://boardgamegeek.com/boardgame/10437/rally-round-flag,N/A,6.47,14
N/A,The Very Fashionable Miss Piggy Card Game,https://boardgamegeek.com/boardgame/10438/very-fashionable-miss-piggy-card-game,N/A,7.64,7
N/A,Oonie Moonie Goonie!,https://boardgamegeek.com/boardgame/10439/oonie-moonie-goonie,N/A,4.67,3
N/A,Kermit the Frog Card Game,https://boardgamegeek.com/boardgame/10440/kermit-frog-card-game,N/A,5.27,12
N/A,Where's The Beef Card Game,https://boardgamegeek.com/boardgame/10442/wheres-beef-card-game,N/A,8.42,6
N/A,Cabbage Patch Kids Card Game,https://boardgamegeek.com/boardgame/10443/cabbage-patch-kids-card-game,N/A,5.75,4
N/A,Barbie Shopping Spree Card Game,https://boardgamegeek.com/boardgame/10444/barbie-shopping-spree-card-game,N/A,4.00,5
N/A,Race to the Sun,https://boardgamegeek.com/boardgame/10446/race-sun,N/A,N/A,N/A
N/A,Golden Trivia Game: Disney Edition,https://boardgamegeek.com/boardgame/10448/golden-trivia-game-disney-edition,N/A,4.60,5
N/A,Chick-A-Boom,https://boardgamegeek.com/boardgame/10449/chick-boom,N/A,3.33,6
N/A,Mork & Mindy Card Game,https://boardgamegeek.com/boardgame/10451/mork-mindy-card-game,N/A,6.07,27
N/A,London Bridge,https://boardgamegeek.com/boardgame/10452/london-bridge,N/A,6.04,7
N/A,Snake Dance,https://boardgamegeek.com/boardgame/10454/snake-dance,N/A,5.83,6
N/A,Romantic Journey,https://boardgamegeek.com/boardgame/10455/romantic-journey,N/A,7.00,1
N/A,Sexual Trivia Strikes Again,https://boardgamegeek.com/boardgame/10456/sexual-trivia-strikes-again,N/A,3.00,1
N/A,Dance Party,https://boardgamegeek.com/boardgame/10457/dance-party,N/A,4.50,2
N/A,Pig in the Garden,https://boardgamegeek.com/boardgame/10458/pig-garden,N/A,7.88,8
N/A,Side Track,https://boardgamegeek.com/boardgame/10460/side-track,N/A,4.01,9
N/A,Population Game,https://boardgamegeek.com/boardgame/10464/population-game,N/A,5.88,9
N/A,Where's the Ostrich?,https://boardgamegeek.com/boardgame/10465/wheres-ostrich,N/A,6.44,8
N/A,Win By A Nose,https://boardgamegeek.com/boardgame/10466/win-nose,N/A,4.62,13
N/A,Sharks!,https://boardgamegeek.com/boardgame/10468/sharks,N/A,5.00,2
N/A,Oh Nuts!,https://boardgamegeek.com/boardgame/10469/oh-nuts,N/A,6.83,3
N/A,The War to End All Wars: WWI Axis & Allies Variant,https://boardgamegeek.com/boardgameexpansion/10473/war-end-all-wars-wwi-axis-allies-variant,N/A,3.79,14
N/A,Wacky Blasters,https://boardgamegeek.com/boardgame/10475/wacky-blasters,N/A,6.34,20
N/A,Arithmetic Bingo,https://boardgamegeek.com/boardgame/10477/arithmetic-bingo,N/A,3.67,3
N/A,Hallo Taxi,https://boardgamegeek.com/boardgame/10478/hallo-taxi,N/A,6.75,4
N/A,The Munsters Card Game,https://boardgamegeek.com/boardgame/10479/munsters-card-game,N/A,7.93,3
N/A,Hogwash,https://boardgamegeek.com/boardgame/10480/hogwash,N/A,4.80,5
N/A,Travel,https://boardgamegeek.com/boardgame/10481/travel,N/A,5.21,7
N/A,Buchstabensuppe,https://boardgamegeek.com/boardgame/10482/buchstabensuppe,N/A,4.45,14
N/A,3x3 und eins vorbei,https://boardgamegeek.com/boardgame/10483/3x3-und-eins-vorbei,N/A,6.00,1
N/A,Rhein-Reise,https://boardgamegeek.com/boardgame/10484/rhein-reise,N/A,8.25,2
N/A,Herzklopfen,https://boardgamegeek.com/boardgame/10485/herzklopfen,N/A,3.71,12
N/A,Spaghetti Junction,https://boardgamegeek.com/boardgame/10486/spaghetti-junction,N/A,4.25,4
N/A,Ego,https://boardgamegeek.com/boardgame/10497/ego,N/A,5.40,10
N/A,Harmony,https://boardgamegeek.com/boardgame/10498/harmony,N/A,5.00,1
N/A,Alchemy,https://boardgamegeek.com/boardgame/10499/alchemy,N/A,N/A,N/A
N/A,Neo-Chess,https://boardgamegeek.com/boardgame/10500/neo-chess,N/A,6.37,16
N/A,Teleportals,https://boardgamegeek.com/boardgame/10503/teleportals,N/A,7.00,1
N/A,Caracalla,https://boardgamegeek.com/boardgame/10504/caracalla,N/A,4.95,22
N/A,Hexenkompott,https://boardgamegeek.com/boardgame/10505/hexenkompott,N/A,5.39,27
N/A,Pokerkub,https://boardgamegeek.com/boardgame/10507/pokerkub,N/A,5.38,16
N/A,Ringel-Rangel,https://boardgamegeek.com/boardgame/10509/ringel-rangel,N/A,6.39,21
N/A,Piepmatz,https://boardgamegeek.com/boardgame/10510/piepmatz,N/A,4.50,10
N/A,The Munsters Masquerade Party Game,https://boardgamegeek.com/boardgame/10512/munsters-masquerade-party-game,N/A,8.33,3
N/A,Disney Princess Enchanted Dream Ball,https://boardgamegeek.com/boardgame/10516/disney-princess-enchanted-dream-ball,N/A,4.29,11
N/A,In a Spin,https://boardgamegeek.com/boardgame/10517/spin,N/A,4.75,8
N/A,Dental Floss Tycoon,https://boardgamegeek.com/boardgame/10519/dental-floss-tycoon,N/A,N/A,N/A
