bgg_id,publisher
1515,Avalanche Press Ltd.
1516,"F.X. Schmid, Användbart Litet Företag, FoxGames, MJ Games"
1517,F.X. Schmid
1518,"Kaissa Chess & Games, Zvezda, Goldsieber Spiele, Noris Spiele, Kanga Games, Gamewright"
1519,"Hasbro, Waddingtons, Parker Brothers, Winning Moves Games (USA), Parker Spiele"
1520,"Milton Bradley, Otto Maier Verlag, Low-Exp Publisher"
1521,"Grow Jogos e Brinquedos, University Games, John N. Hansen Co., Inc., ToyCo"
1522,Wizards of the Coast
1523,"SPI (Simulations Publications, Inc.)"
1524,"Wizards of the Coast, Low-Exp Publisher"
1525,"Diseños Orbitales, FASA, Fanpro, Low-Exp Publisher"
1526,"nestorgames, (Web published), Kadon Enterprises, Low-Exp Publisher"
1527,Low-Exp Publisher
1528,Low-Exp Publisher
1529,"Alga, Lakeside, El Greco, Tomy, Gay-Play, Low-Exp Publisher"
1530,Decipher
1531,Low-Exp Publisher
1532,Low-Exp Publisher
1533,White Wolf Entertainment AB
1534,Five Rings Publishing Group
1535,Atlas Games
1536,"Milton Bradley, KOSMOS, Schmidt Spiele, Piatnik, Ravensburger, danspil, F.X. Schmid, ASS Altenburger Spielkarten, Alga, (Unknown), Hasbro, Diset S. A., Waddingtons, Editrice Giochi, Parker Brothers, Berliner Spielkarten, (Public Domain), Damm / Egmont, Jumbo, Paul Lamond Games Ltd, Planet Finska, Pressman Toy Corp., Gibsons, Tactic, Spear's Games, Holdson, John Waddington Ltd., Winning Moves Games (USA), Otto Maier Verlag, Alexander, Berwick's Toy Co. Ltd., Cayro, the games, Chad Valley Co Ltd., Creative Crafthouse, Dilemma Games, Efko, Golden, House of Marbles, Inovac Rima SA, John Jaques of London, King International, Kitfix Swallow Group, Klee, L. P. Septímio, LEGO, Longfield Games, MB Spellen, Magnetic Poetry Inc, Majora, Marigó, Merit, Monkey Pod Games, Neroulia, Noris Spiele, Oriental Trading Company, Peri Spiele, Pin International, Poptoy, Ramsons, Selchow & Righter, Si-Si-Spiele, Super Accord, Søstrene Grene, Toy Brokers Ltd, Westside Fun Games, Wicked Vision, Carlit, Nilco S.A., Tomy, Geoludie, Woodstock Spiele, MB Spiele, Simba Toys, Brio AB, Drechsler, The Canadian Group, Kärnan, Funskool Games, Fun Connection, Die Spiegelburg, Whitman, HABA, Somerville Ltd., Editions ATLAS, MoBi, Toltoys, Palet spil, Altap, Peter Pan Playthings, PICO PAO / Juegos de la Antigüedad, Croner, Plasticart, SPIKA GmbH, Trefl, Granna, National Games, Inc., Galt Toys, Marchant, Papita, Smethport Specialty Co., Transogram, Arrow Games Ltd, Clown Games, Coleco Industries, Inc., E. E. Fairchild Corporation, Galison, Glevum Games, John Adams Toys, Lemeco, McLoughlin Brothers, Nederlandse Spellenfabriek B.V. Amsterdam, Sala, Stockinger & Morsack, Tomland, Trixy Games, Usborne, Waddy Production, Watkins Strathmore, Wilder Manufacturing Co, [touch], Low-Exp Publisher"
1537,Low-Exp Publisher
1538,GMT Games
1539,The United States Playing Card Company
1540,"Competo / Marektoy, Klee, Low-Exp Publisher"
1541,"Mattel, International Games"
1542,Low-Exp Publisher
1543,"Schmidt Spiele, Games Workshop Ltd., Pelito"
1544,Cheapass Games
1545,"Cheapass Games, Truant Spiele"
1546,"New Games Order, LLC, Cheapass Games, Low-Exp Publisher"
1547,The Avalon Hill Game Co
1548,Chaosium
1549,"(Web published), Dwarfstar Games, Heritage USA"
1550,GMT Games
1551,"Ravensburger, Hasbro, Parker Brothers"
1552,"Hobby Japan, Iron Crown Enterprises, Low-Exp Publisher"
1553,"Waddingtons, Parker Brothers, Verlag Schmidt Zwiebeltürme"
1554,Task Force Games
1555,Games Workshop Ltd.
1556,Games Workshop Ltd.
1557,"Games Workshop Ltd., Welt der Spiele, Diseños Orbitales, Low-Exp Publisher"
1558,"Clipper, Parker Brothers, Capiépa - Jeux Éducatifs, Estrela, Low-Exp Publisher"
1559,"Copag Cards, Devir, Wizards of the Coast, Nintendo Co., Ltd., Low-Exp Publisher"
1560,"U.S. Games Systems, Inc."
1561,"The Avalon Hill Game Co, Metagaming"
1562,White Wolf Entertainment AB
1563,Low-Exp Publisher
1564,"Eden Studios, Low-Exp Publisher"
1565,"(Unknown), Low-Exp Publisher"
1566,"Miro Company, Parker Brothers"
1567,"Piatnik, Alga, Hexagames (I), Spear's Games, Salagames"
1568,Hans im Glück
1569,Hexagames (I)
1570,"Pegasus Spiele, Eagle-Gryphon Games, Hexagames (I)"
1571,GMT Games
1572,"Piatnik, ASS Altenburger Spielkarten, Hasbro, Waddingtons, (Public Domain), Excalibur Electronics, David Westnedge, House of Marbles, Peri Spiele, Skor-Mor, Ariel Productions Ltd, Michael Stanfield, Man-indo, Yaquinto, Chas Goodall & Sons Ltd, W. D. & H. O. Wills, Low-Exp Publisher"
1573,"Hexagames (I), Salagames, Edition Perlhuhn (Göttinger Spiele), Fun Connection"
1574,"Heidelberger Spieleverlag, Fun Connection"
1575,Low-Exp Publisher
1576,Metagaming
1577,TSR
1578,Metagaming
1579,"Steve Jackson Games, Low-Exp Publisher"
1580,"Western Publishing Company, Hersch and Company"
1581,"Canada Games, Crown & Andrews Ltd., Irwin Toy Ltd., Arxon, Nelostuote Oy, Low-Exp Publisher"
1582,Invicta Games
1583,3M
1584,2F-Spiele
1585,Cactus Game Design
1586,Mattel
1587,Milton Bradley
1588,"Milton Bradley, Parker Brothers"
1589,Waddingtons
1590,"Gamma Two Games, Low-Exp Publisher"
1591,Gamma Two Games
1592,Steve Jackson Games
1593,"Milton Bradley, Hasbro, MB Jeux, MB Spiele, MB Juegos"
1594,TSR
1595,TSR
1596,TSR
1597,TSR
1598,"Ravensburger, Otto Maier Verlag, Low-Exp Publisher"
1599,"Korea Boardgames Co., Ltd., Grow Jogos e Brinquedos, Mattel, AMIGO, ASS Altenburger Spielkarten, (Unknown), Waddingtons, Borras Plana S.A., Clipper, Damm / Egmont, International Games, Gibsons, Fundex, Sababa Toys, Inc., El Greco, Nilco S.A., Super Impulse, AS Manufacturas, Desyllas Games, Ruibal Hermanos S.A., Low-Exp Publisher"
1600,FASA
1601,Parker Brothers
1602,"Hans im Glück, Mattel"
1603,"SPI (Simulations Publications, Inc.), Encore"
1604,"ABACUSSPIELE, KOSMOS, Edition Perlhuhn (Göttinger Spiele), Low-Exp Publisher"
1605,"KOSMOS, Edition Perlhuhn (Göttinger Spiele)"
1606,"franjos Spieleverlag, Random House, Inc., CEJI"
1607,Steve Jackson Games
1608,"Rio Grande Games, Goldsieber Spiele"
1609,Low-Exp Publisher
1610,The Avalon Hill Game Co
1611,"Alga, Clipper, Parker Brothers"
1612,"Edge Entertainment, Raven Distribution, Ubik, Low-Exp Publisher"
1613,"E.S. Lowe, Milton Bradley, Korea Boardgames Co., Ltd., Dujardin, Grow Jogos e Brinquedos, Schmidt Spiele, Selecta Spel en Hobby, AMIGO, Piatnik, danspil, F.X. Schmid, ASS Altenburger Spielkarten, Alga, (Unknown), Hasbro, Diset S. A., Waddingtons, Editrice Giochi, Parker Brothers, (Public Domain), Jumbo, The Op, Tactic, HUCH!, Copp Clark Publishing Company, Winning Moves Games (USA), Blatz, Challenge Master Game Co Ltd, Dilemma Games, Klee, MB Jeux, MB Spellen, Noris Spiele, Peri Spiele, MB Spiele, Drechsler, Joker, Winning Solutions (WS Game Company), MB Giochi, Kärnan, Basic Fun, Inc., Palet spil, General Mills, Papita, Goldmerk, Teepe Sportverlag, Low-Exp Publisher"
1614,GMT Games
1615,"Milton Bradley, Estrela, Nilco S.A., Low-Exp Publisher"
1616,"Milton Bradley, Ideal"
1617,"The Avalon Hill Game Co, Low-Exp Publisher"
1618,Strat-O-Matic Game Company
1619,"TSR, (Web published)"
1620,"Parker Brothers, University Games, Copp Clark Publishing Company, Winning Moves Games (USA), Low-Exp Publisher"
1621,"The Avalon Hill Game Co, Low-Exp Publisher"
1622,"Palitoy Ltd., Parker Brothers, Toltoys"
1623,The Avalon Hill Game Co
1624,The Avalon Hill Game Co
1625,3W (World Wide Wargames)
1626,"Yaquinto, Low-Exp Publisher"
1627,3W (World Wide Wargames)
1628,Waddingtons
1629,Winning Moves Games (USA)
1630,"Gigamic, Swan Panasia Co., Ltd., HUCH!, FoxGames, Ludens Spirit, Blue Orange Games, Blue Orange (EU)"
1631,Games Workshop Ltd.
1632,"Pin International, Low-Exp Publisher"
1633,"Milton Bradley, Hasbro, Lakeside, Parker Brothers, Winning Moves Games (USA), Selchow & Righter, Wm F. Drueke & Sons, Inc., Reiss Games, IRWIN Games, Airfix, Low-Exp Publisher"
1634,Avalanche Press Ltd.
1635,"Waddingtons, Murfett"
1636,"Schmidt Spiele, danspil, Editrice Giochi, Damm / Egmont, Nelospelit, CEFA (Celulosa Fabril S. A.), K.E.Leg, Nelostuote Oy"
1637,"Milton Bradley, Korea Boardgames Co., Ltd., Grow Jogos e Brinquedos, Falomir Juegos, Mattel, Hasbro, AS Company, Diset S. A., Parker Brothers, The Op, The Games Gang, LTD, Western Publishing Company, WHSmith, Hobby, CEFA (Celulosa Fabril S. A.), Playmix, SYU Creation, Super Impulse, Desyllas Games, Ruibal Hermanos S.A., Publijuego, Pictionary, Inc., Low-Exp Publisher"
1638,Cheapass Games
1639,Cheapass Games
1640,Games Workshop Ltd.
1641,Games Workshop Ltd.
1642,"Descartes Editeur, Games Workshop Ltd., Diseños Orbitales"
1643,"Milton Bradley, Schmidt Spiele, Möbius Games, Asmodee, (Unknown), Kod Kod, Waddingtons, Venice Connection, Bütehorn Spiele (Buchholz Verlag), Estrela, Noris Spiele, Oliphante, Kärnan, Kirjalito, Litor, 놀이속의세상, Drei Magier Spiele, Granna, Low-Exp Publisher"
1644,"Hasbro, Parker Brothers, Damm / Egmont, Goliath Games, Winning Moves Games (USA), Juegos Crone, Sio, Werner & Schumann, Low-Exp Publisher"
1645,"Ravensburger, Otto Maier Verlag, Το Καλό Παιχνίδι Α.Ε."
1646,"Milton Bradley, Editrice Giochi, MB Jeux, MB Spellen, MB Spiele, John Sands Pty Ltd, Somerville Ltd."
1647,Cheapass Games
1648,GMT Games
1649,Sierra Madre Games
1650,"GMT Games, Kokusai-Tsushin Co., Ltd. (国際通信社)"
1651,"TSR, Borras Plana S.A., Parker Brothers, Low-Exp Publisher"
1652,"Waddingtons, Juegos Crone, Low-Exp Publisher"
1653,TM Spiele
1654,"Waddingtons, Joker"
1655,TSR
1656,Hasbro
1657,"Ravensburger, OPEN'N PLAY, BoardM Factory"
1658,"E.S. Lowe, Alga, Waddingtons, Spear's Games, Otto Maier Verlag, Carlit, Educa Sallent SA, Buchclub"
1659,"Laurin Verlag, Queen Games"
1660,Ravensburger
1661,"Gamut of Games, Low-Exp Publisher"
1662,"Steve Jackson Games, Nexus Editrice, Darwin Project, Dal Negro, Origames, Fanpro"
1663,Queen Games
1664,"Milton Bradley, Falomir Juegos, Mattel, (Unknown), Hasbro, Parker Brothers, Damm / Egmont, Jumbo, Spear's Games, Selchow & Righter, Drechsler, Joker, Murfett, Sio, Habourdin International, Low-Exp Publisher"
1665,F.X. Schmid
1666,"Hexagames (I), Intellect Games"
1667,"Ravensburger, Alga, (Unknown), Otto Maier Verlag, ABRA, Creative Crafthouse, Monkey Pod Games, Mitra, Woodstock Spiele, Oficina do Aprendiz, Fisher Price, Το Καλό Παιχνίδι Α.Ε., Desyllas Games, Whitman, Hallmark Games, Plasticart, Granna, [touch], ROMBOL, Low-Exp Publisher"
1668,"Fat Messiah Games, Print & Play Productions"
1669,"Milton Bradley, Chad Valley Co Ltd., Juegos Crone, John Sands Pty Ltd, Somerville Ltd., Arrow Games Ltd, Low-Exp Publisher"
1670,"Grow Jogos e Brinquedos, danspil, Parker Brothers, Jumbo, Vini-Spil, Low-Exp Publisher"
1671,Milton Bradley
1672,"Grow Jogos e Brinquedos, Clipper, Miro Company, Parker Brothers, Low-Exp Publisher"
1673,Three Wishes
1674,Eurogames
1675,"999 Games, KOSMOS, Mayfair Games, Tilsit"
1676,Mayfair Games
1677,Ariel Productions Ltd
1678,Milton Bradley
1679,Parker Brothers
1680,Cwali
1681,"Rio Grande Games, Corfix, HUCH!, Don & Co., Rebel Sp. z o.o., Smart Toys and Games, Inc."
1682,Ravensburger
1683,Ravensburger
1684,"Ravensburger, Carlit, Το Καλό Παιχνίδι Α.Ε."
1685,Ravensburger
1686,Low-Exp Publisher
1687,"Piatnik, Parker Brothers"
1688,"danspil, Selchow & Righter, Top-Toy"
1689,Schmidt Spiele
1690,Salagames
1691,Parker Brothers
1692,"Diset S. A., Jumbo, Oy Lollipop Ab, Low-Exp Publisher"
1693,"Hexagames (I), Playte, Salagames"
1694,3M
1695,Ravensburger
1696,"Games Workshop Ltd., Target Games"
1697,"Ravensburger, F.X. Schmid"
1698,"Gamewright, Low-Exp Publisher"
1699,"Schmidt Spiele, G3"
1700,"Milton Bradley, Lagoon Games, MB Jeux, MB Spellen, ToyCo, MB Giochi, MB Juegos, Pepys (Castell Brothers)"
1701,Hexagames (I)
1702,"Bergsala Enigma (Enigma), (Unknown), Winning Moves France, Parker Brothers, Happy Baobab, Goliath Games, Winning Moves UK Ltd., Nordic Games GmbH, Ventura Games, Parker Spiele, Winning Moves Germany, Mar Lúdico, Jax, Ltd., Eskifell hf., Low-Exp Publisher"
1703,"Hobby Japan, SPI (Simulations Publications, Inc.)"
1704,"Schmidt International, Schmidt Spiele, Kärnan, Imago"
1705,"Milton Bradley, Grow Jogos e Brinquedos, Hasbro, Parker Brothers, Parker Spiele"
1706,Upper Deck Entertainment
1707,"Milton Bradley, Grow Jogos e Brinquedos, Hasbro, Parker Brothers, Winning Moves Games (USA), Game Office, MB Spiele, MB Giochi, MB Juegos, Low-Exp Publisher"
1708,3M
1709,Low-Exp Publisher
1710,R&R Games
1711,"Milton Bradley, Korea Boardgames Co., Ltd., Dujardin, Grow Jogos e Brinquedos, Schmidt International, Schmidt Spiele, Gigamic, Piatnik, Ravensburger, Hanayama, ASS Altenburger Spielkarten, Alga, (Unknown), Hasbro, Canada Games, Borras Plana S.A., Parker Brothers, (Public Domain), Brybelly, Cardinal, Damm / Egmont, Jumbo, Planet Finska, Pressman Toy Corp., Gibsons, Tactic, Spear's Games, Copp Clark Publishing Company, Fundex, Holdson, Western Publishing Company, Berwick's Toy Co. Ltd., CHH Games, Cayro, the games, Chad Valley Co Ltd., Creative Crafthouse, Dal Negro, Dilemma Games, Dourios, Golden, House Martin, House of Marbles, Inovac Rima SA, Klee, L. P. Septímio, Magnetic Poetry Inc, Melissa & Doug, Merit, Monkey Pod Games, Noris Spiele, Oriental Trading Company, Pavilion, Peri Spiele, Pin International, Poptoy, Sterling Games, Super Accord, The Purple Cow, Volume-One Products, Wm F. Drueke & Sons, Inc., Wood Expressions, WorldWise Imports, LLC, El Greco, Das Spiel, The Game Crafter, LLC, Woodstock Spiele, Brio AB, Murfett, John Sands Pty Ltd, Irwin Toy Ltd., Kärnan, Philmar, Fun Connection, Marks & Spencer, Whitman, HABA, Clemens Gerhards, Peter Pan Playthings, Encore, SPIKA GmbH, RoseArt, Built-Rite, Galt Toys, Old Time Games, Pier 1 Imports, Transogram, Trixy Games, Nelostuote Oy, Aristospel, Codeg, Flying Tiger Copenhagen, IKEA, MP Juegos, Nyt Nordisk Forlag, Ridley's Games, Low-Exp Publisher"
1712,"Western Publishing Company, Golden, Low-Exp Publisher"
1713,"Game Designers' Workshop, Kokusai-Tsushin Co., Ltd. (国際通信社)"
1714,"Milton Bradley, Dujardin, Grow Jogos e Brinquedos, Schmidt International, Schmidt Spiele, Gazebo Games UK Ltd., Mattel, Broadway Toys LTD, G3, Piatnik, Ravensburger, Ísöld ehf., Alga, Tsukuda Hobby, (Unknown), Diset S. A., Kod Kod, (Public Domain), Damm / Egmont, Jumbo, Planet Finska, Pressman Toy Corp., Spin Master Ltd., Hexagames (I), Gamma Two Games, G&RRR, MIKA, Spear's Games, Fundex, Otto Maier Verlag, Ventura Games, Western Publishing Company, ABRA, Cayro, the games, Chad Valley Co Ltd., Dilemma Games, Dourios, Hartung-Spiele, John Jaques of London, L. P. Septímio, Monkey Pod Games, Peri Spiele, Poptoy, Sababa Toys, Inc., Super Accord, nestorgames, Nilco S.A., Mitra, Woodstock Spiele, Joker, Ideal, Educa Sallent SA, Irwin Toy Ltd., Random House, Inc., Whitman, Clementoni, Espenlaub, Somerville Ltd., H. P. Gibson & Sons, Oy Fenno-Alga Ab, Gabriel, Hallmark Games, Peter Pan Playthings, Four Generations, Ruibal Hermanos S.A., Clem Toys, Waddy Production, Nyt Nordisk Forlag, Müller Ltd. & Co. KG, Taş Devrı Oyuncak, Low-Exp Publisher"
1715,"F.X. Schmid, Golden"
1716,Golden
1717,"Grow Jogos e Brinquedos, Falomir Juegos, Alga, Hasbro, Diset S. A., Waddingtons, Clipper, Parker Brothers, Jumbo, Paul Lamond Games Ltd, Pressman Toy Corp., Cadaco, Spear's Games, Capiépa - Jeux Éducatifs, Cayro, the games, Dilemma Games, Dourios, Game Factory, Invicta Games, Pavilion, Poptoy, The Purple Cow, Woodstock Spiele, CEFA (Celulosa Fabril S. A.), Chieftain Products, Orda Industries Ltd., Brohm-Parker-Spiele, Oy Fenno-Alga Ab, Croner, Plasticart, Vic-Toy, Trixy Games, Joen, VEB Plastspielwaren Berlin, Low-Exp Publisher"
1718,"(Unknown), (Public Domain), Ancient Chess, CHH Games, Dilemma Games, L. P. Septímio, U3, Cathay, Geoludie, L'Impensé Radical, Mitra, Woodstock Spiele, Wargames Research Group, Origem, Low-Exp Publisher"
1719,"Milton Bradley, Dujardin, Schmidt Spiele, Selecta Spel en Hobby, Lagoon Games, Piatnik, Ravensburger, danspil, F.X. Schmid, Alga, (Unknown), Waddingtons, Pelikan, Editrice Giochi, Parker Brothers, (Public Domain), Cardinal, Front Porch Classics, Jumbo, Paul Lamond Games Ltd, Planet Finska, Pressman Toy Corp., Spin Master Ltd., The Op, Excalibur Electronics, Tactic, Spear's Games, Fundex, Western Publishing Company, Bello Games New York, Inc., CHH Games, Cayro, the games, Chad Valley Co Ltd., Challenge Master Game Co Ltd, Coca-Cola, Crisloid, Dal Negro, Deuce, Dilemma Games, Dourios, Estrela, Fame Products, House Martin, House of Marbles, Inovac Rima SA, Invicta Games, John Jaques of London, K & C Ltd, Kitfix Swallow Group, Klee, Klopffleisch, Longfield Games, Magnetic Poetry Inc, Majora, Marigó, Melissa & Doug, Monkey Pod Games, Neroulia, Noris Spiele, Oriental Trading Company, Pavilion, Peri Spiele, Pin International, Poptoy, Sababa Toys, Inc., Skor-Mor, Thomas Salter Ltd, Vilac, Wicked Vision, Wm F. Drueke & Sons, Inc., Wood Expressions, nestorgames, Michael Stanfield, Reiss Games, Woodstock Spiele, Simba Toys, Discovery Toys, Zontik Games, Kärnan, Die Spiegelburg, The United States Playing Card Company, Whitman, Weico Produkte GmbH, Great American Puzzle Factory, HABA, Editions ATLAS, H. P. Gibson & Sons, Early Learning Centre, Global Partner, Peter Pan Playthings, Plasticart, RoseArt, Trefl, Built-Rite, FridgePlay, Pier 1 Imports, Puremco, The Embossing Company, Glevum Games, McLoughlin Brothers, Chas Goodall & Sons Ltd, W. D. & H. O. Wills, Pepys (Castell Brothers), Codeg, VEB Plastspielwaren Berlin, Bananagrams, Inc., Comas, Galleryplay, Greenbrier International, Inc., Oetinger Spiele, Playskool, Unikatoy, Low-Exp Publisher"
1720,"Waddingtons, Parker Brothers, Intellect Games, Low-Exp Publisher"
1721,Splotter Spellen
1722,"E.S. Lowe, Milton Bradley, 3M, Schmidt France, Schmidt International, Schmidt Spiele, Lagoon Games, Piatnik, Ravensburger, F.X. Schmid, ASS Altenburger Spielkarten, Alga, (Unknown), Hasbro, Diset S. A., Waddingtons, OPEN'N PLAY, Pelikan, Editrice Giochi, Berliner Spielkarten, (Public Domain), Cardinal, Friendly Games, Inc., Jumbo, Paul Lamond Games Ltd, Planet Finska, Pressman Toy Corp., The Op, Bütehorn Spiele (Buchholz Verlag), Gibsons, Tactic, Dino Toys s. r. o., Spear's Games, Fundex, Otto Maier Verlag, ABRA, Bello Games New York, Inc., Bisonte, Blatz, CHH Games, Cayro, the games, Chad Valley Co Ltd., Challenge Master Game Co Ltd, Creative Crafthouse, Crisloid, Dal Negro, Deuce, Dilemma Games, Dynamic Games / Dynamic Design Industries, Estrela, Fame Products, Game Factory, Golden, House Martin, House of Marbles, Inovac Rima SA, John Jaques of London, Klee, L. P. Septímio, Ludens Planet, MB Spellen, Magnetic Poetry Inc, Majora, Marigó, Masters Games, Merit, Neroulia, Noris Spiele, Oriental Trading Company, Pavilion, Peri Spiele, Pin International, Pleasantime Games, Ramsons, Selchow & Righter, Skor-Mor, Sterling Games, Super Accord, Søstrene Grene, The Purple Cow, WHSmith, Westside Fun Games, Wicked Vision, Wm F. Drueke & Sons, Inc., Wood Expressions, nestorgames, Carlit, El Greco, Ariel Productions Ltd, Cathay, Gammon Games, HEMA, John N. Hansen Co., Inc., Mitra, Philos, Reiss Games, MB Spiele, Origem, Brio AB, Joker, Zontik Games, John Sands Pty Ltd, K.E.Leg, IRWIN Games, Gamut of Games, Whitman, HABA, Editions ATLAS, Basic Fun, Inc., Palet spil, LuduScience, Croner, RoseArt, Regionalia Verlag GmbH, Smethport Specialty Co., Arrow Games Ltd, Galison, Glevum Games, Galleryplay, Juegos Ya S.L., Pintoy, Square Root Games, play time, Low-Exp Publisher"
1723,"E.S. Lowe, Milton Bradley, Piatnik, (Unknown), Waddingtons, (Public Domain), Cardinal, Pressman Toy Corp., Fundex, John Waddington Ltd., Bello Games New York, Inc., CHH Games, Chad Valley Co Ltd., Coca-Cola, Creative Crafthouse, Crisloid, Fame Products, House Martin, House of Marbles, John Jaques of London, Pacific Game Company, Pavilion, Pleasantime Games, Skor-Mor, Sterling Games, Wm F. Drueke & Sons, Inc., Wood Expressions, WorldWise Imports, LLC, John N. Hansen Co., Inc., Woodstock Spiele, Man-indo, The United States Playing Card Company, Playtoy Industries, Whitman, Decipher, W. D. & H. O. Wills, Hoyle Products, MacGregor Historic Games, Low-Exp Publisher"
1724,"Parker Brothers, (Public Domain), (Self-Published), Cadaco, Copp Clark Publishing Company, Fundex, ABRA, L. P. Septímio, Wood Expressions, Juegos Crone, Geoludie, Mitra, Krealudik, Origem, HABA, LuduScience, Northwest Corner, Inc., PICO PAO / Juegos de la Antigüedad, ROMBOL, Joen, Low-Exp Publisher"
1725,"Game Designers' Workshop, Conflict Games"
1726,"Schmidt France, Schmidt Spiele, Selecta Spel en Hobby, Competo / Marektoy, Casper, Irwin Toy Ltd."
1727,Low-Exp Publisher
1728,Wizards of the Coast
1729,Wotan Games
1730,"Piatnik, Waddingtons, (Public Domain), De La Rue, Chas Goodall & Sons Ltd, W. D. & H. O. Wills, Werner & Schumann, Low-Exp Publisher"
1731,"Parker Brothers, Denys Fisher Toys"
1732,"Grow Jogos e Brinquedos, Hasbro, Waddingtons, Borras Plana S.A., Editrice Giochi, Parker Brothers, Copp Clark Publishing Company, John Waddington Ltd., Winning Moves Games (USA), Estrela, Juegos Crone, Nilco S.A., Hausser, Game Office, Joker, Murfett, Basic Fun, Inc., Brohm-Parker-Spiele, General Mills, Low-Exp Publisher"
1733,Low-Exp Publisher
1734,"Schmidt Spiele, Alga, Lakeside, Miro Company, Parker Brothers, Das Spiel, Parker Spiele, Toltoys, Denys Fisher Toys, Low-Exp Publisher"
1735,Bambus Spieleverlag
1736,"Outset Media, Low-Exp Publisher"
1737,"ABACUSSPIELE, Low-Exp Publisher"
1738,"Western Publishing Company, Whitman"
1739,White Wind
1740,"Selecta Spel en Hobby, Ravensburger, F.X. Schmid, Jumbo, Spear's Games, Klee, Merit, Hausser, Habourdin International, Bookmark Verlag, Rocket Toys and Games, Sala, Stockinger & Morsack, Bell, Low-Exp Publisher"
1741,The Avalon Hill Game Co
1742,"Milton Bradley, Korea Boardgames Co., Ltd., 3M, Grow Jogos e Brinquedos, Schmidt Spiele, Falomir Juegos, Piatnik, Bergsala Enigma (Enigma), danspil, ASS Altenburger Spielkarten, Alga, (Unknown), Hasbro, Lakeside, Parker Brothers, Berliner Spielkarten, Paul Lamond Games Ltd, Tactic, Spear's Games, CHH Games, Chad Valley Co Ltd., Dal Negro, House of Marbles, Inovac Rima SA, Invicta Games, King International, Klee, MB Jeux, MB Spellen, Merit, Peri Spiele, Poptoy, Tesco, The Purple Cow, Carlit, El Greco, Guau, HEMA, ToyCo, MB Spiele, CEFA (Celulosa Fabril S. A.), Ideal, MB Giochi, MB Juegos, Whitman, Bookmark Verlag, Clementoni, AG Müller (AGMüller), Palet spil, Novedades Montecarlo, Peter Pan Playthings, Mulder, Selecta Spielzeug, Ruibal Hermanos S.A., Papita, Smethport Specialty Co., Transogram, Sala, Trixy Games, Goldmerk, Unikatoy, Action Games and Toys Ltd, Aristoplay, Maple Toys, Low-Exp Publisher"
1743,Milton Bradley
1744,Milton Bradley
1745,Milton Bradley
1746,Milton Bradley
1747,3M
1748,Milton Bradley
1749,Descartes Editeur
1750,"Paul Lamond Games Ltd, TDC Games, Inc."
1751,"Paul Lamond Games Ltd, Warren Company"
1752,"(Web published), Low-Exp Publisher"
1753,"(Web published), Low-Exp Publisher"
1754,Low-Exp Publisher
1755,Milton Bradley
1756,"Milton Bradley, John Sands Pty Ltd"
1757,"TSR, SPI (Simulations Publications, Inc.)"
1758,"E.S. Lowe, Dujardin, Schmidt Spiele, Holzinsel, Lagoon Games, danspil, ASS Altenburger Spielkarten, Alga, (Unknown), Queen Games, Pelikan, Parker Brothers, (Public Domain), Cardinal, Endless Games (I), Jumbo, Planet Finska, Pressman Toy Corp., University Games, Tactic, Spear's Games, Fundex, ABRA, CHH Games, Cayro, the games, Classic Games, Creative Crafthouse, Dilemma Games, Estrela, Fame Products, King International, L. P. Septímio, Melissa & Doug, Monkey Pod Games, Pavilion, Piet Hein A/S, Pin International, Ramsons, Skor-Mor, Wood Expressions, Barnes & Noble, Geoludie, Mitra, Philos, Woodstock Spiele, Adrenaline Brush Ltd, Oficina do Aprendiz, Origem, Brio AB, Joker, The Canadian Group, Great American Trading Company, Carrom Art, Ludens Spirit, Brain Games Germany, PICO PAO / Juegos de la Antigüedad, Plasticart, Top-Toy, IKEA, Müller Ltd. & Co. KG, Joen, VEB Plastspielwaren Berlin, Square Root Games, Schylling, Top-Game, WWF, Low-Exp Publisher"
1759,"Milton Bradley, MB Spellen, MB Spiele"
1760,"Milton Bradley, Korea Boardgames Co., Ltd., Grow Jogos e Brinquedos, Schmidt France, Lagoon Games, Brädspel.se, (Unknown), Hasbro, Queen Games, OPEN'N PLAY, Borras Plana S.A., Parker Brothers, Planet Finska, The Op, Tactic, Fundex, Cayro, the games, Chad Valley Co Ltd., Challenge Master Game Co Ltd, Creative Crafthouse, Dal Negro, Estrela, John Jaques of London, Klee, Pavilion, Tesco, NeoTroy Games, Barnes & Noble, Tomy, Mitra, Woodstock Spiele, MB Spiele, Simba Toys, MB Juegos, Irwin Toy Ltd., Early Learning Centre, Publijuego, Top-Toy, Flying Tiger Copenhagen, IKEA, Top-Game, WWF, Go! Games, Goki, Paradigm Games Ltd, Skybound Games, Low-Exp Publisher"
1761,"Korea Boardgames Co., Ltd., Mattel, Kaissa Chess & Games, Piatnik, Ravensburger, danspil, (Unknown), Winning Moves France, Heidelberger Spieleverlag, Beverly Enterprises, Inc., Green Board Game Co., FoxMind Israel, Educa Korea, Educational Insights, Granna, Alary Games, Hodin, Sekkoia, Low-Exp Publisher"
1762,Mayfair Games
1763,"999 Games, Fantasy Flight Games, Kaissa Chess & Games, Piatnik, Devir, Laser plus, Tilsit, Alga, Playroom Entertainment, Sophisticated Games, Tactic, Klee, Esdevium"
